flight_number,operator_icao,departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao,aircraft_type,aircraft_icao,dep_local,arr_local,dep_utc,arr_utc,duration_minutes,distance_nm,days_operated,time_variants,updated
U25007,EJU,Berlin Brandenburg,BER,EDDB,Crete Heraklion,HER,LGIR,,,10:45,14:50,08:45,11:50,185,1137,123456,6,2026-09-24T08:57:42.000Z
U25425,EJU,Berlin Brandenburg,BER,EDDB,Milan Linate,LIN,LIML,,,10:55,12:40,08:55,10:40,105,447,1234567,2,2026-09-24T08:57:42.000Z
U25001,EJU,Berlin Brandenburg,BER,EDDB,Edinburgh,EDI,EGPH,,,11:00,12:10,09:00,11:10,130,629,2367,4,2026-08-30T13:00:21.000Z
U25113,EJU,Berlin Brandenburg,BER,EDDB,Tenerife South,TFS,GCTS,,,11:15,15:40,09:15,14:40,325,1981,36,2,2026-09-23T16:00:51.000Z
U25027,EJU,Berlin Brandenburg,BER,EDDB,Thessaloniki,SKG,LGTS,,,11:30,14:55,09:30,11:55,145,810,1234567,7,2026-09-24T08:57:42.000Z
U22202,EZY,Berlin Brandenburg,BER,EDDB,Manchester,MAN,EGCC,,,11:30,12:35,09:30,11:35,125,574,134567,6,2026-09-23T13:59:05.000Z
U25361,EJU,Berlin Brandenburg,BER,EDDB,Tivat,TIV,LYTV,,,11:55,14:00,09:55,12:00,125,634,2346,3,2026-09-24T08:57:42.000Z
U27082,EJU,Berlin Brandenburg,BER,EDDB,Malaga,AGP,LEMG,,,12:00,15:35,10:00,13:35,215,1210,26,2,2026-09-22T15:02:25.000Z
U25101,EJU,Berlin Brandenburg,BER,EDDB,Fuerteventura,FUE,GCFV,,,12:00,16:10,10:00,15:10,310,1882,26,2,2026-09-22T16:59:24.000Z
U25065,EJU,Berlin Brandenburg,BER,EDDB,Pisa (Tuscany),PSA,LIRP,,,12:05,14:00,10:05,12:00,115,536,1246,4,2026-09-24T08:57:42.000Z
U25369,EJU,Berlin Brandenburg,BER,EDDB,Hurghada,HRG,HEGN,,,12:10,17:45,10:10,14:45,275,1765,26,2,2026-09-22T16:00:05.000Z
U25536,EJU,Berlin Brandenburg,BER,EDDB,Basel,BSL,LFSB,,,12:20,13:50,10:20,11:50,90,367,3,1,2026-09-23T12:01:40.000Z
U25185,EJU,Berlin Brandenburg,BER,EDDB,Basel,BSL,LFSB,,,13:05,14:35,11:05,12:35,90,367,23457,5,2026-09-24T08:57:42.000Z
U25377,EJU,Berlin Brandenburg,BER,EDDB,Agadir,AGA,GMAD,,,13:15,16:50,11:15,15:50,275,1664,6,1,2026-09-19T17:00:09.000Z
U25315,EJU,Berlin Brandenburg,BER,EDDB,Bristol,BRS,EGGD,,,13:15,14:20,11:15,13:20,125,603,3,1,2026-08-26T14:59:35.000Z
U25079,EJU,Berlin Brandenburg,BER,EDDB,Rome Fiumicino,FCO,LIRF,,,13:15,15:25,11:15,13:25,130,636,1245,4,2026-09-22T15:02:28.000Z
U25367,EJU,Berlin Brandenburg,BER,EDDB,Cyprus Larnaca,LCA,LCLK,,,13:15,18:00,11:15,15:00,225,1357,246,3,2026-09-24T08:57:42.000Z
U25311,EJU,Berlin Brandenburg,BER,EDDB,Manchester,MAN,EGCC,,,13:15,14:15,11:15,13:15,120,574,2,1,2026-09-22T15:02:25.000Z
U25081,EJU,Berlin Brandenburg,BER,EDDB,Rome Fiumicino,FCO,LIRF,,,14:10,16:20,12:10,14:20,130,636,3457,4,2026-09-24T08:57:42.000Z
U25071,EJU,Berlin Brandenburg,BER,EDDB,Milan Linate,LIN,LIML,,,14:25,16:10,12:25,14:10,105,447,1234567,3,2026-09-24T08:57:42.000Z
U25005,EJU,Berlin Brandenburg,BER,EDDB,Corfu,CFU,LGKR,,,15:00,18:25,13:00,15:25,145,811,6,1,2026-09-19T18:59:41.000Z
U27172,EJU,Berlin Brandenburg,BER,EDDB,Barcelona,BCN,LEBL,,,15:05,17:45,13:05,15:45,160,811,1234567,5,2026-09-24T08:57:42.000Z
U25003,EJU,Berlin Brandenburg,BER,EDDB,Corfu,CFU,LGKR,,,15:05,18:30,13:05,15:30,145,811,123457,6,2026-09-24T08:57:42.000Z
U25331,EJU,Berlin Brandenburg,BER,EDDB,Porto,OPO,LPPR,,,15:10,17:35,13:10,16:35,205,1122,15,2,2026-09-21T18:00:31.000Z
U25183,EJU,Berlin Brandenburg,BER,EDDB,Geneva,GVA,LSGG,,,15:25,17:10,13:25,15:10,105,467,357,3,2026-09-23T17:00:52.000Z
U28172,EZY,Berlin Brandenburg,BER,EDDB,London Gatwick,LGW,EGKK,,,15:45,16:45,13:45,15:45,120,513,3,1,2026-08-26T17:59:43.000Z
U21924,EJU,Berlin Brandenburg,BER,EDDB,Bordeaux,BOD,LFBD,,,16:20,18:40,14:20,16:40,140,721,24,2,2026-09-24T08:57:42.000Z
U21766,EJU,Berlin Brandenburg,BER,EDDB,Nice,NCE,LFMN,,,16:50,18:55,14:50,16:55,125,580,2,1,2026-09-22T19:01:18.000Z
U25155,EJU,Berlin Brandenburg,BER,EDDB,Lyon,LYS,LFLL,,,17:00,18:50,15:00,16:50,110,517,15,2,2026-08-28T19:02:17.000Z
U25163,EJU,Berlin Brandenburg,BER,EDDB,Paris Charles de Gaulle,CDG,LFPG,,,17:05,18:55,15:05,16:55,110,462,145,3,2026-09-24T08:57:42.000Z
U25053,EJU,Berlin Brandenburg,BER,EDDB,Naples,NAP,LIRN,,,17:20,19:35,15:20,17:35,135,690,123456,6,2026-09-24T08:57:42.000Z
U25055,EJU,Berlin Brandenburg,BER,EDDB,Sardinia Olbia,OLB,LIEO,,,17:25,19:45,15:25,17:45,140,707,1234567,7,2026-09-24T08:57:42.000Z
U25017,EJU,Berlin Brandenburg,BER,EDDB,Venice Marco Polo,VCE,LIPZ,,,17:30,19:10,15:30,17:10,100,414,3,1,2026-09-23T20:01:50.000Z
U25141,EJU,Berlin Brandenburg,BER,EDDB,Bordeaux,BOD,LFBD,,,17:35,20:00,15:35,18:00,145,721,357,3,2026-09-20T20:00:35.000Z
U23162,EZY,Berlin Brandenburg,BER,EDDB,Glasgow,GLA,EGPF,,,17:40,18:50,15:40,17:50,130,663,15,2,2026-09-21T19:59:39.000Z
U23262,EZY,Berlin Brandenburg,BER,EDDB,Edinburgh,EDI,EGPH,,,17:55,19:05,15:55,18:05,130,629,124567,6,2026-09-24T08:57:42.000Z
U25145,EJU,Berlin Brandenburg,BER,EDDB,Nice,NCE,LFMN,,,18:00,20:05,16:00,18:05,125,580,1234567,5,2026-09-24T08:57:49.000Z
U25165,EJU,Berlin Brandenburg,BER,EDDB,Paris Charles de Gaulle,CDG,LFPG,,,18:00,19:50,16:00,17:50,110,462,1,1,2026-09-21T19:00:12.000Z
U28626,EJU,Berlin Brandenburg,BER,EDDB,London Gatwick,LGW,EGKK,,,18:20,19:25,16:20,18:25,125,513,123457,3,2026-09-24T08:57:42.000Z
U25075,EJU,Berlin Brandenburg,BER,EDDB,Milan Linate,LIN,LIML,,,18:35,20:15,16:35,18:15,100,447,34,1,2026-09-24T08:57:42.000Z
U25181,EJU,Berlin Brandenburg,BER,EDDB,Geneva,GVA,LSGG,,,18:45,20:30,16:45,18:30,105,467,234,3,2026-09-22T20:01:36.000Z
U25087,EJU,Berlin Brandenburg,BER,EDDB,Milan Malpensa,MXP,LIMC,,,18:50,20:35,16:50,18:35,105,446,123457,3,2026-09-24T08:57:42.000Z
U25211,EJU,Berlin Brandenburg,BER,EDDB,Pula,PUY,LDPL,,,19:00,20:30,17:00,18:30,90,449,246,3,2026-08-29T19:59:56.000Z
U25187,EJU,Berlin Brandenburg,BER,EDDB,Zurich,ZRH,LSZH,,,19:10,20:40,17:10,18:40,90,351,34567,4,2026-09-20T08:59:55.000Z
U25189,EJU,Berlin Brandenburg,BER,EDDB,Zurich,ZRH,LSZH,,,19:15,20:45,17:15,18:45,90,351,12345,4,2026-09-24T06:58:50.000Z
U21590,EZS,Berlin Brandenburg,BER,EDDB,Geneva,GVA,LSGG,,,19:15,21:00,17:15,19:00,105,467,14,2,2026-09-24T08:57:41.000Z
U25191,EJU,Berlin Brandenburg,BER,EDDB,Basel,BSL,LFSB,,,19:30,20:55,17:30,18:55,85,367,12,2,2026-09-22T20:01:36.000Z
U27336,EJU,Berlin Brandenburg,BER,EDDB,Majorca Palma,PMI,LEPA,,,19:45,22:30,17:45,20:30,165,889,123567,6,2026-09-22T21:58:58.000Z
U25424,EJU,Berlin Brandenburg,BER,EDDB,Milan Linate,LIN,LIML,,,20:15,21:55,18:15,19:55,100,447,6,1,2026-09-19T20:59:33.000Z
U25267,EJU,Berlin Brandenburg,BER,EDDB,Copenhagen,CPH,EKCH,,,20:15,21:20,18:15,19:20,65,198,123457,5,2026-09-24T08:57:42.000Z
U24634,EJU,Berlin Brandenburg,BER,EDDB,Paris Charles de Gaulle,CDG,LFPG,,,20:30,22:20,18:30,20:20,110,462,457,3,2026-09-24T08:57:42.000Z
U25752,EZY,Berlin Brandenburg,BER,EDDB,London Southend,SEN,EGMC,,,20:35,21:25,18:35,20:25,110,476,47,2,2026-09-24T08:57:42.000Z
U26622,EZY,Berlin Brandenburg,BER,EDDB,Birmingham,BHX,EGBB,,,21:30,22:35,19:30,21:35,125,558,1457,3,2026-09-21T12:00:44.000Z
U21190,EZS,Berlin Brandenburg,BER,EDDB,Basel,BSL,LFSB,,,21:30,22:55,19:30,20:55,85,367,13457,4,2026-09-23T21:59:38.000Z
U22934,EZY,Berlin Brandenburg,BER,EDDB,Bristol,BRS,EGGD,,,22:05,23:05,20:05,22:05,120,603,123457,6,2026-09-24T01:59:54.000Z
U22604,EZY,Berlin Brandenburg,BER,EDDB,London Luton,LTN,EGGW,,,22:05,22:55,20:05,21:55,110,511,14567,4,2026-09-21T12:00:52.000Z
U28468,EZY,Brest Brittany,BES,LFRB,London Gatwick,LGW,EGKK,,,10:05,10:15,08:05,09:15,70,231,37,2,2026-09-23T12:01:50.000Z
U23043,EZY,Belfast Intl,BFS,EGAA,Faro,FAO,LPFR,,,05:55,09:05,04:55,08:05,190,1062,1234567,6,2026-09-24T08:57:42.000Z
U23013,EZY,Belfast Intl,BFS,EGAA,Malaga,AGP,LEMG,,,06:00,10:15,05:00,08:15,195,1082,4567,3,2026-09-24T08:57:49.000Z
U2819,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,06:10,07:40,05:10,06:40,90,303,1234567,5,2026-09-24T07:59:40.000Z
U23033,EZY,Belfast Intl,BFS,EGAA,Paris Charles de Gaulle,CDG,LFPG,,,06:15,09:05,05:15,07:05,110,469,234567,5,2026-09-23T09:00:43.000Z
U23009,EZY,Belfast Intl,BFS,EGAA,Menorca Mahon,MAH,LEMH,,,06:15,10:05,05:15,08:05,170,982,36,2,2026-09-23T09:59:05.000Z
U23053,EZY,Belfast Intl,BFS,EGAA,Krakow,KRK,EPKK,,,06:25,10:15,05:25,08:15,170,986,25,2,2026-09-22T10:01:19.000Z
U235,EZY,Belfast Intl,BFS,EGAA,London Stansted,STN,EGSS,,,06:40,08:05,05:40,07:05,85,285,1234567,6,2026-09-24T07:59:39.000Z
U277,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,06:55,07:50,05:55,06:50,55,143,1456,4,2026-09-24T07:59:39.000Z
U225,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,07:00,08:05,06:00,07:05,65,207,123456,2,2026-09-24T08:57:44.000Z
U267,EZY,Belfast Intl,BFS,EGAA,Newcastle,NCL,EGNT,,,07:00,07:55,06:00,06:55,55,158,1234567,2,2026-09-24T07:59:31.000Z
U215,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,07:00,08:10,06:00,07:10,70,268,1237,1,2026-09-23T09:00:42.000Z
U23017,EZY,Belfast Intl,BFS,EGAA,Tenerife South,TFS,GCTS,,,07:05,11:40,06:05,10:40,275,1661,134567,5,2026-09-24T08:57:50.000Z
U289,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,07:05,08:05,06:05,07:05,60,160,123457,5,2026-09-24T08:57:42.000Z
U23021,EZY,Belfast Intl,BFS,EGAA,Alicante,ALC,LEAL,,,07:30,11:30,06:30,09:30,180,1010,124,3,2026-09-24T08:57:41.000Z
U2702,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,08:10,09:10,07:10,08:10,60,160,1234567,5,2026-09-24T08:57:42.000Z
U2824,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,08:15,09:45,07:15,08:45,90,303,1234567,4,2026-09-24T08:57:42.000Z
U2324,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,08:20,09:15,07:20,08:15,55,124,1234567,4,2026-09-24T08:57:42.000Z
U2418,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,08:20,09:05,07:20,08:05,45,95,23456,4,2026-09-24T08:57:42.000Z
U2508,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,08:20,09:10,07:20,08:10,50,143,237,3,2026-09-23T09:59:04.000Z
U2426,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,08:35,09:20,07:35,08:20,45,95,467,3,2026-09-20T10:01:03.000Z
U2224,EZY,Belfast Intl,BFS,EGAA,Bristol,BRS,EGGD,,,08:45,09:50,07:45,08:50,65,234,1234567,3,2026-09-24T08:57:42.000Z
U2630,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,09:00,10:10,08:00,09:10,70,268,1234567,4,2026-09-24T08:57:42.000Z
U2502,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,09:20,10:10,08:20,09:10,50,143,27,2,2026-09-22T11:00:14.000Z
U23001,EZY,Belfast Intl,BFS,EGAA,Barcelona,BCN,LEBL,,,09:35,13:15,08:35,11:15,160,867,37,2,2026-09-23T13:02:15.000Z
U2910,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,09:35,10:40,08:35,09:40,65,207,47,2,2026-09-20T11:01:49.000Z
U23011,EZY,Belfast Intl,BFS,EGAA,Majorca Palma,PMI,LEPA,32N,A20N,09:55,13:50,08:55,11:50,175,976,1234567,6,2026-09-24T08:57:49.000Z
U23023,EZY,Belfast Intl,BFS,EGAA,Reus,REU,LERS,,,09:55,13:30,08:55,11:30,155,863,246,3,2026-09-24T08:57:42.000Z
U291,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,09:55,10:55,08:55,09:55,60,160,57,2,2026-09-18T11:00:14.000Z
U217,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,10:00,11:10,09:00,10:10,70,268,15,2,2026-09-21T12:00:52.000Z
U27194,EJU,Belfast Intl,BFS,EGAA,Barcelona,BCN,LEBL,,,10:15,13:55,09:15,11:55,160,867,145,3,2026-09-24T08:57:42.000Z
U23091,EZY,Belfast Intl,BFS,EGAA,Prague,PRG,LKPR,,,10:15,13:40,09:15,11:40,145,795,26,2,2026-09-22T12:58:54.000Z
U279,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,10:25,11:15,09:25,10:15,50,143,456,3,2026-09-24T08:57:42.000Z
U227,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,10:30,11:35,09:30,10:35,65,207,1234,2,2026-09-24T08:57:42.000Z
U285,EZY,Belfast Intl,BFS,EGAA,Jersey,JER,EGJJ,,,10:30,11:55,09:30,10:55,85,359,246,3,2026-09-22T11:59:53.000Z
U2141,EZY,Belfast Intl,BFS,EGAA,Southampton,SOU,EGHI,,,10:35,11:50,09:35,10:50,75,284,1567,3,2026-09-21T12:00:54.000Z
U237,EZY,Belfast Intl,BFS,EGAA,London Stansted,STN,EGSS,,,10:35,11:55,09:35,10:55,80,285,1234567,6,2026-09-24T08:57:42.000Z
U27506,EJU,Belfast Intl,BFS,EGAA,Faro,FAO,LPFR,,,10:40,13:45,09:40,12:45,185,1062,35,2,2026-09-23T13:59:03.000Z
U293,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,10:55,11:55,09:55,10:55,60,160,7,1,2026-09-20T11:58:43.000Z
U23077,EZY,Belfast Intl,BFS,EGAA,Hurghada,HRG,HEGN,,,11:15,19:15,10:15,16:15,360,2398,36,2,2026-09-23T17:59:02.000Z
U2326,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,11:55,12:50,10:55,11:50,55,124,257,3,2026-09-22T12:58:51.000Z
U2504,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,12:10,13:00,11:10,12:00,50,143,17,2,2026-09-21T13:59:29.000Z
U2632,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,13:00,14:10,12:00,13:10,70,268,467,3,2026-09-24T08:57:42.000Z
U23031,EZY,Belfast Intl,BFS,EGAA,Bordeaux,BOD,LFBD,,,13:30,16:40,12:30,14:40,130,627,36,2,2026-08-29T15:59:33.000Z
U23047,EZY,Belfast Intl,BFS,EGAA,Faro,FAO,LPFR,,,13:30,16:35,12:30,15:35,185,1062,37,2,2026-08-30T17:59:28.000Z
U23025,EZY,Belfast Intl,BFS,EGAA,Gran Canaria,LPA,GCLP,,,13:35,18:05,12:35,17:05,270,1654,4,1,2026-09-24T08:57:42.000Z
U255,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,13:45,14:40,12:45,13:40,55,124,1457,3,2026-09-18T14:59:30.000Z
U23055,EZY,Belfast Intl,BFS,EGAA,Dalaman,DLM,LTBS,,,13:50,20:30,12:50,17:30,280,1791,26,2,2026-09-22T19:01:15.000Z
U281,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,13:50,14:40,12:50,13:40,50,143,234567,5,2026-09-24T08:57:42.000Z
U23059,EZY,Belfast Intl,BFS,EGAA,Antalya,AYT,LTAI,,,13:55,20:40,12:55,17:40,285,1848,37,1,2026-09-23T19:00:05.000Z
U2424,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,13:55,14:40,12:55,13:40,45,95,12467,5,2026-09-24T08:57:42.000Z
U269,EZY,Belfast Intl,BFS,EGAA,Newcastle,NCL,EGNT,,,13:55,14:50,12:55,13:50,55,158,123457,6,2026-09-23T14:59:36.000Z
U23067,EZY,Belfast Intl,BFS,EGAA,Cyprus Larnaca,LCA,LCLK,,,13:55,21:00,12:55,18:00,305,2030,147,1,2026-09-24T08:57:42.000Z
U273,EZY,Belfast Intl,BFS,EGAA,Newcastle,NCL,EGNT,,,14:05,15:00,13:05,14:00,55,158,1234567,7,2026-09-24T08:57:42.000Z
U23071,EZY,Belfast Intl,BFS,EGAA,Enfidha - Hammamet,NBE,DTNH,,,14:05,17:50,13:05,16:50,225,1311,26,2,2026-09-22T18:02:40.000Z
U23057,EZY,Belfast Intl,BFS,EGAA,Corfu,CFU,LGKR,,,14:10,20:00,13:10,17:00,230,1384,247,3,2026-09-24T08:57:42.000Z
U2422,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,14:20,15:05,13:20,14:05,45,95,2356,4,2026-09-23T16:00:47.000Z
U24642,EJU,Belfast Intl,BFS,EGAA,Paris Charles de Gaulle,CDG,LFPG,,,14:25,17:15,13:25,15:15,110,469,14,2,2026-09-24T08:57:42.000Z
U23027,EZY,Belfast Intl,BFS,EGAA,Fuerteventura,FUE,GCFV,,,14:25,18:50,13:25,17:50,265,1608,1,1,2026-09-21T19:00:08.000Z
U23019,EZY,Belfast Intl,BFS,EGAA,Lanzarote,ACE,GCRR,,,14:45,19:10,13:45,18:10,265,1577,15,2,2026-09-21T19:59:40.000Z
U2226,EZY,Belfast Intl,BFS,EGAA,Bristol,BRS,EGGD,,,14:45,15:55,13:45,14:55,70,234,1256,4,2026-09-19T17:00:10.000Z
U249,EZY,Belfast Intl,BFS,EGAA,Leeds Bradford,LBA,EGNM,,,14:55,15:55,13:55,14:55,60,167,7,1,2026-09-20T18:00:28.000Z
U22671,EZY,Belfast Intl,BFS,EGAA,Malaga,AGP,LEMG,,,15:05,19:15,14:05,17:15,190,1082,123,2,2026-09-23T19:00:10.000Z
U23015,EZY,Belfast Intl,BFS,EGAA,Malaga,AGP,LEMG,,,15:25,19:35,14:25,17:35,190,1082,123456,6,2026-09-24T08:57:42.000Z
U23061,EZY,Belfast Intl,BFS,EGAA,Rhodes,RHO,LGRP,,,15:25,22:05,14:25,19:05,280,1783,26,2,2026-09-22T20:59:13.000Z
U2330,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,15:35,16:30,14:35,15:30,55,124,123467,6,2026-09-24T08:57:42.000Z
U2710,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,15:50,16:50,14:50,15:50,60,160,14,2,2026-09-24T08:57:42.000Z
U2634,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,15:55,17:05,14:55,16:05,70,268,234,3,2026-09-24T08:57:42.000Z
U2828,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,16:00,17:30,15:00,16:30,90,303,125,3,2026-09-22T18:02:41.000Z
U2706,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,16:05,17:05,15:05,16:05,60,160,257,3,2026-09-22T18:02:41.000Z
U2510,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,16:10,17:00,15:10,16:00,50,143,1347,4,2026-09-23T17:59:03.000Z
U2228,EZY,Belfast Intl,BFS,EGAA,Bristol,BRS,EGGD,,,16:10,17:20,15:10,16:20,70,234,1345,4,2026-09-24T08:57:42.000Z
U241,EZY,Belfast Intl,BFS,EGAA,London Stansted,STN,EGSS,,,16:20,17:35,15:20,16:35,75,285,1345,4,2026-09-23T19:00:10.000Z
U231,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,16:35,17:40,15:35,16:40,65,207,1235,4,2026-09-23T18:01:20.000Z
U2906,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,16:40,17:45,15:40,16:45,65,207,467,3,2026-09-24T08:57:42.000Z
U23045,EZY,Belfast Intl,BFS,EGAA,Faro,FAO,LPFR,,,16:45,19:50,15:45,18:50,185,1062,1234567,6,2026-09-24T08:57:42.000Z
U253,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,16:50,17:35,15:50,16:35,45,95,157,3,2026-09-21T18:00:31.000Z
U229,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,17:00,18:05,16:00,17:05,65,207,1357,4,2026-09-20T19:02:13.000Z
U23035,EZY,Belfast Intl,BFS,EGAA,Nice,NCE,LFMN,,,17:10,20:50,16:10,18:50,160,842,246,3,2026-08-29T20:59:33.000Z
U2826,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,17:15,18:45,16:15,17:45,90,303,7,1,2026-09-20T18:59:10.000Z
U23003,EZY,Belfast Intl,BFS,EGAA,Ibiza,IBZ,LEIB,,,17:25,21:25,16:25,19:25,180,996,36,2,2026-09-23T20:58:58.000Z
U2420,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,17:40,18:25,16:40,17:25,45,95,1245,4,2026-09-24T08:57:42.000Z
U251,EZY,Belfast Intl,BFS,EGAA,Glasgow,GLA,EGPF,,,17:40,18:25,16:40,17:25,45,95,1357,4,2026-09-23T19:00:08.000Z
U247,EZY,Belfast Intl,BFS,EGAA,Leeds Bradford,LBA,EGNM,,,17:55,18:50,16:55,17:50,55,167,145,3,2026-09-24T08:57:42.000Z
U257,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,17:55,18:50,16:55,17:50,55,124,147,3,2026-09-20T19:02:13.000Z
U2206,EZY,Belfast Intl,BFS,EGAA,Bristol,BRS,EGGD,,,18:00,19:10,17:00,18:10,70,234,7,1,2026-09-20T19:58:06.000Z
U2328,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,18:00,18:55,17:00,17:55,55,124,12345,5,2026-09-24T08:57:42.000Z
U23051,EZY,Belfast Intl,BFS,EGAA,Amsterdam,AMS,EHAM,,,18:25,21:00,17:25,19:00,95,416,1457,4,2026-09-24T08:57:42.000Z
U2821,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,18:40,20:10,17:40,19:10,90,303,237,2,2026-09-20T22:00:44.000Z
U2512,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,19:10,20:00,18:10,19:00,50,143,123457,6,2026-09-23T20:58:59.000Z
U2137,EZY,Belfast Intl,BFS,EGAA,Bristol,BRS,EGGD,,,19:40,20:50,18:40,19:50,70,234,17,2,2026-09-21T21:00:58.000Z
U27338,EJU,Belfast Intl,BFS,EGAA,Majorca Palma,PMI,LEPA,,,20:05,23:55,19:05,21:55,170,976,5,1,2026-08-29T03:00:22.000Z
U243,EZY,Belfast Intl,BFS,EGAA,London Stansted,STN,EGSS,,,20:10,21:25,19:10,20:25,75,285,12457,5,2026-09-22T21:58:56.000Z
U221,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,20:15,21:25,19:15,20:25,70,268,1357,3,2026-09-23T21:59:43.000Z
U25506,EJU,Belfast Intl,BFS,EGAA,Alicante,ALC,LEAL,,,20:20,00:15,19:20,22:15,175,1010,23567,5,2026-09-24T00:01:27.000Z
U233,EZY,Belfast Intl,BFS,EGAA,Birmingham,BHX,EGBB,,,20:20,21:25,19:20,20:25,65,207,1357,4,2026-09-23T21:59:39.000Z
U259,EZY,Belfast Intl,BFS,EGAA,Edinburgh,EDI,EGPH,,,20:30,21:25,19:30,20:25,55,124,1345,4,2026-09-23T21:59:43.000Z
U2832,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,20:55,22:25,19:55,21:25,90,303,123457,5,2026-09-23T17:00:57.000Z
U283,EZY,Belfast Intl,BFS,EGAA,Liverpool,LPL,EGGP,,,21:00,21:50,20:00,20:50,50,143,3,1,2026-08-26T21:59:32.000Z
U27258,EJU,Belfast Intl,BFS,EGAA,Majorca Palma,PMI,LEPA,,,21:05,00:55,20:05,22:55,170,976,23457,4,2026-09-24T00:59:26.000Z
U27332,EJU,Belfast Intl,BFS,EGAA,Majorca Palma,PMI,LEPA,,,21:05,00:55,20:05,22:55,170,976,1,1,2026-09-22T00:59:00.000Z
U27374,EJU,Belfast Intl,BFS,EGAA,Majorca Palma,PMI,LEPA,,,21:05,00:55,20:05,22:55,170,976,6,1,2026-09-13T00:59:43.000Z
U25508,EJU,Belfast Intl,BFS,EGAA,Alicante,ALC,LEAL,,,21:10,01:10,20:10,23:10,180,1010,4,1,2026-09-18T02:00:34.000Z
U2834,EZY,Belfast Intl,BFS,EGAA,London Gatwick,LGW,EGKK,,,21:10,22:35,20:10,21:35,85,303,345,2,2026-09-23T23:59:05.000Z
U2230,EZY,Belfast Intl,BFS,EGAA,Bristol,BRS,EGGD,,,21:45,22:55,20:45,21:55,70,234,123457,4,2026-09-24T00:01:27.000Z
U2636,EZY,Belfast Intl,BFS,EGAA,London Luton,LTN,EGGW,,,22:10,23:20,21:10,22:20,70,268,457,3,2026-09-21T00:58:46.000Z
U2708,EZY,Belfast Intl,BFS,EGAA,Manchester,MAN,EGCC,,,22:10,23:05,21:10,22:05,55,160,1234567,6,2026-09-24T01:01:38.000Z
U2894,EZY,Belfast City (George Best),BHD,EGAC,London Gatwick,LGW,EGKK,,,07:00,08:30,06:00,07:30,90,293,1234567,1,2026-09-24T08:57:48.000Z
